sid,record_found_yn,enrollment_begin,enrollment_end,college_code_branch,college_name,college_state,yr2_yr4,public_private,enrollment_status,graduated,graduation_date,college_sequence,degree_title,major
12215,"Y",20100109,20100503,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12215,"Y",20090110,20090505,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12215,"Y",20090829,20091215,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12215,"Y",20090523,20090814,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12215,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","L","N",,2,"",""
12215,"Y",20080830,20081216,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12216,"Y",20090822,20091216,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12216,"Y",20100116,20100511,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12223,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12223,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12227,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
12227,"Y",20080823,20081218,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
12227,"Y",20090117,20090514,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
12227,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
12232,"Y",20090822,20091217,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
12232,"Y",20100116,20100512,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
12238,"Y",20090110,20090505,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
12238,"Y",20080830,20081216,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
12238,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","H","N",,1,"",""
12240,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12240,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12242,"Y",20090822,20091217,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12242,"Y",20100116,20100512,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12248,"Y",20080823,20081218,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12248,"Y",20090117,20090514,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12248,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12248,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12248,"Y",20090523,20090814,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","L","N",,2,"",""
12255,"Y",20090110,20090505,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12255,"Y",20090825,20091210,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,2,"",""
12255,"Y",20080830,20081216,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,1,"",""
12256,"N",,,"","","","","","","N",,,"",""
12260,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12260,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12261,"N",,,"","","","","","","N",,,"",""
12262,"N",,,"","","","","","","N",,,"",""
12263,"Y",20090829,20091215,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
12263,"Y",20100109,20100503,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
12264,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12264,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12272,"Y",20080823,20081218,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12272,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12272,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12272,"Y",20090117,20090514,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12273,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12273,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12273,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12273,"Y",20090606,20090730,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","H","N",,1,"",""
12273,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12277,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
12277,"Y",20090110,20090307,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","W","N",,1,"",""
12281,"Y",20090523,20090814,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12281,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
12281,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12281,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12281,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12282,"Y",20090117,20090514,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12282,"Y",20090822,20091217,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12282,"Y",20090606,20090730,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","H","N",,1,"",""
12282,"Y",20080823,20081218,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12282,"Y",20100116,20100512,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12283,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12283,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12289,"N",,,"","","","","","","N",,,"",""
12293,"Y",20090829,20091216,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,2,"",""
12293,"Y",20100116,20100512,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12293,"Y",20090117,20090514,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12293,"Y",20090822,20091217,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12293,"Y",20090606,20090730,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12293,"Y",20080823,20081218,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12293,"Y",20100111,20100504,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,2,"",""
12295,"Y",20090606,20090730,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12295,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12295,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12295,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12295,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12297,"N",,,"","","","","","","N",,,"",""
12299,"Y",20090818,20091209,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12299,"Y",20100119,20100511,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12301,"N",,,"","","","","","","N",,,"",""
12302,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12302,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12308,"Y",20090110,20090505,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","H","N",,2,"",""
12308,"Y",,,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","","Y",20090505,2,"CERTIFICATE","EMERGENCY MEDICAL TECH-BASIC"
12308,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12308,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","H","N",,1,"",""
12308,"Y",,,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","","Y",20090505,2,"",""
12310,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12310,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12310,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12310,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12313,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
12313,"Y",20100116,20100512,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
12320,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12320,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12332,"Y",20090822,20091217,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12332,"Y",20100116,20100512,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12333,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12333,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12335,"Y",20090523,20090814,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","F","N",,1,"",""
12335,"Y",20100109,20100503,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
12335,"Y",20090110,20090505,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
12335,"Y",20090829,20091215,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
12337,"Y",20100116,20100512,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
12337,"Y",20090606,20090730,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
12337,"Y",20090822,20091217,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
12337,"Y",20080823,20081218,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
12337,"Y",20090117,20090514,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
12340,"N",,,"","","","","","","N",,,"",""
12344,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12344,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12344,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12344,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12345,"N",,,"","","","","","","N",,,"",""
12350,"N",,,"","","","","","","N",,,"",""
12363,"Y",20090818,20091209,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12363,"Y",20100119,20100511,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12364,"Y",20090824,20091216,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12364,"Y",20100117,20100511,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12366,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12366,"Y",,,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","","Y",20090505,1,"CERTIFICATE","AUTOMOTIVE TECHNOLOGY"
12366,"Y",,,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","","Y",20080815,1,"CERTIFICATE","AUTOMOTIVE SERV FUNDAMENTALS"
12366,"Y",,,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","","Y",20090505,1,"",""
12366,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12369,"Y",20100402,20100608,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12369,"Y",20100109,20100323,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12369,"Y",20090926,20091216,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12369,"Y",20090103,20090318,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12369,"Y",20090328,20090608,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12369,"Y",20080920,20081210,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12377,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12377,"Y",20080823,20081218,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12377,"Y",20090117,20090514,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12383,"Y",20080830,20081216,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12383,"Y",20090829,20091215,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12383,"Y",20090110,20090505,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,1,"",""
12383,"Y",20090523,20090814,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,1,"",""
12383,"Y",20100109,20100503,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,1,"",""
12386,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12386,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12386,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12386,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12391,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12391,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12394,"Y",20090822,20091210,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12394,"Y",20100109,20100430,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12404,"Y",20090110,20090505,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
12404,"Y",20080830,20081216,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
12406,"Y",20090829,20091215,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","F","N",,1,"",""
12406,"Y",20100109,20100503,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","F","N",,1,"",""
12406,"Y",20090110,20090505,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","F","N",,1,"",""
12406,"Y",20080830,20081216,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","F","N",,1,"",""
12408,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12408,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12411,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12411,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12412,"Y",20090110,20090505,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
12422,"Y",20090829,20091215,"239397-00","COMMUNITY COLLEGE 7","CA","2-year","Public","F","N",,1,"",""
12422,"Y",20100109,20100503,"239397-00","COMMUNITY COLLEGE 7","CA","2-year","Public","F","N",,1,"",""
12423,"Y",20080830,20081216,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
12423,"Y",20100109,20100503,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
12423,"Y",20090110,20090505,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
12423,"Y",20090829,20091215,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
12424,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12424,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12431,"N",,,"","","","","","","N",,,"",""
12443,"Y",20090829,20091215,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","L","N",,1,"",""
12447,"N",,,"","","","","","","N",,,"",""
12449,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12449,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12449,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12449,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
12455,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
12455,"Y",20090829,20091215,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
12464,"Y",20080823,20081218,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12464,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12464,"Y",20090606,20090730,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12464,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12464,"Y",20090117,20090514,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
12466,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12466,"Y",20080823,20081218,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12466,"Y",20090117,20090514,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12466,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12467,"N",,,"","","","","","","N",,,"",""
12468,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12468,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12472,"Y",20090822,20091216,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
12472,"Y",20100109,20100511,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
12485,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12485,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12486,"N",,,"","","","","","","N",,,"",""
12494,"Y",20090523,20090814,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","L","N",,1,"",""
12494,"Y",20090829,20091215,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","L","N",,1,"",""
12494,"Y",20080830,20081216,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","F","N",,1,"",""
12494,"Y",20090110,20090505,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","L","N",,1,"",""
12494,"Y",20100109,20100503,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","H","N",,1,"",""
12495,"Y",20080823,20081218,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
12501,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12501,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
12510,"Y",20080830,20081216,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
12510,"Y",20090829,20091215,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
12510,"Y",20090110,20090505,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
12512,"Y",20080819,20081210,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12512,"Y",20090818,20091209,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12512,"Y",20090113,20090506,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12512,"Y",20100119,20100511,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
